selected_path,relative_path,collection_folder,scale_family,style,pattern_label,surface_label,mood_tags,key_folder,key_index,major_key,minor_key,normalized_group_id
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - im ivm9 bIIM im - Mysterious Nostalgic.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - im ivm9 bIIM im - Mysterious Nostalgic.mid,4 Progression,Modal,pop,im ivm9 bIIM im,Mysterious Nostalgic,Mysterious|Nostalgic,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|im ivm9 bIIM im|Mysterious Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/pop style/C - im vm bVIM bIIM - Mysterious Hopeful.mid,01 - C Major - A minor/4 Progression/Modal/pop style/C - im vm bVIM bIIM - Mysterious Hopeful.mid,4 Progression,Modal,pop,im vm bVIM bIIM,Mysterious Hopeful,Mysterious|Hopeful,01 - C Major - A minor,1,C Major,A minor,progression|Modal|pop|im vm bVIM bIIM|Mysterious Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - im vm bVIM bIIM - Mysterious Hopeful.mid,07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - im vm bVIM bIIM - Mysterious Hopeful.mid,4 Progression,Modal,pop,im vm bVIM bIIM,Mysterious Hopeful,Mysterious|Hopeful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|pop|im vm bVIM bIIM|Mysterious Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - im vm bVIM bIIM - Mysterious Hopeful.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - im vm bVIM bIIM - Mysterious Hopeful.mid,4 Progression,Modal,pop,im vm bVIM bIIM,Mysterious Hopeful,Mysterious|Hopeful,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|im vm bVIM bIIM|Mysterious Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/pop style/C - im vm isus4 I - Hopeful Spiritual.mid,01 - C Major - A minor/4 Progression/Modal/pop style/C - im vm isus4 I - Hopeful Spiritual.mid,4 Progression,Modal,pop,im vm isus4 I,Hopeful Spiritual,Hopeful|Spiritual,01 - C Major - A minor,1,C Major,A minor,progression|Modal|pop|im vm isus4 I|Hopeful Spiritual
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - im vm isus4 I - Hopeful Spiritual.mid,07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - im vm isus4 I - Hopeful Spiritual.mid,4 Progression,Modal,pop,im vm isus4 I,Hopeful Spiritual,Hopeful|Spiritual,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|pop|im vm isus4 I|Hopeful Spiritual
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - im vm isus4 I - Hopeful Spiritual.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - im vm isus4 I - Hopeful Spiritual.mid,4 Progression,Modal,pop,im vm isus4 I,Hopeful Spiritual,Hopeful|Spiritual,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|im vm isus4 I|Hopeful Spiritual
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/pop style/C - im vm ivm bIIM7 - Mysterious Dark.mid,01 - C Major - A minor/4 Progression/Modal/pop style/C - im vm ivm bIIM7 - Mysterious Dark.mid,4 Progression,Modal,pop,im vm ivm bIIM7,Mysterious Dark,Mysterious|Dark,01 - C Major - A minor,1,C Major,A minor,progression|Modal|pop|im vm ivm bIIM7|Mysterious Dark
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - im vm ivm bIIM7 - Mysterious Dark.mid,07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - im vm ivm bIIM7 - Mysterious Dark.mid,4 Progression,Modal,pop,im vm ivm bIIM7,Mysterious Dark,Mysterious|Dark,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|pop|im vm ivm bIIM7|Mysterious Dark
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - im vm ivm bIIM7 - Mysterious Dark.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - im vm ivm bIIM7 - Mysterious Dark.mid,4 Progression,Modal,pop,im vm ivm bIIM7,Mysterious Dark,Mysterious|Dark,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|im vm ivm bIIM7|Mysterious Dark
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/pop style/C - ivm IIIM bIIM I - Cadence.mid,01 - C Major - A minor/4 Progression/Modal/pop style/C - ivm IIIM bIIM I - Cadence.mid,4 Progression,Modal,pop,ivm IIIM bIIM I,Cadence,Cadence,01 - C Major - A minor,1,C Major,A minor,progression|Modal|pop|ivm IIIM bIIM I|Cadence
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - ivm IIIM bIIM I - Cadence.mid,07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - ivm IIIM bIIM I - Cadence.mid,4 Progression,Modal,pop,ivm IIIM bIIM I,Cadence,Cadence,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|pop|ivm IIIM bIIM I|Cadence
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - ivm IIIM bIIM I - Cadence.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - ivm IIIM bIIM I - Cadence.mid,4 Progression,Modal,pop,ivm IIIM bIIM I,Cadence,Cadence,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|ivm IIIM bIIM I|Cadence
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/pop style/C - ivm bIIIM bIIM I - Cadence.mid,01 - C Major - A minor/4 Progression/Modal/pop style/C - ivm bIIIM bIIM I - Cadence.mid,4 Progression,Modal,pop,ivm bIIIM bIIM I,Cadence,Cadence,01 - C Major - A minor,1,C Major,A minor,progression|Modal|pop|ivm bIIIM bIIM I|Cadence
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - ivm bIIIM bIIM I - Cadence.mid,07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - ivm bIIIM bIIM I - Cadence.mid,4 Progression,Modal,pop,ivm bIIIM bIIM I,Cadence,Cadence,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|pop|ivm bIIIM bIIM I|Cadence
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - ivm bIIIM bIIM I - Cadence.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - ivm bIIIM bIIM I - Cadence.mid,4 Progression,Modal,pop,ivm bIIIM bIIM I,Cadence,Cadence,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|ivm bIIIM bIIM I|Cadence
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/pop style/C - ivm bIIIM bVIM I - Cadence.mid,01 - C Major - A minor/4 Progression/Modal/pop style/C - ivm bIIIM bVIM I - Cadence.mid,4 Progression,Modal,pop,ivm bIIIM bVIM I,Cadence,Cadence,01 - C Major - A minor,1,C Major,A minor,progression|Modal|pop|ivm bIIIM bVIM I|Cadence
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - ivm bIIIM bVIM I - Cadence.mid,07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - ivm bIIIM bVIM I - Cadence.mid,4 Progression,Modal,pop,ivm bIIIM bVIM I,Cadence,Cadence,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|pop|ivm bIIIM bVIM I|Cadence
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - ivm bIIIM bVIM I - Cadence.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - ivm bIIIM bVIM I - Cadence.mid,4 Progression,Modal,pop,ivm bIIIM bVIM I,Cadence,Cadence,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|ivm bIIIM bVIM I|Cadence
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/pop style/C - ivm bIIIM iim7 V - Mysterious Tender.mid,01 - C Major - A minor/4 Progression/Modal/pop style/C - ivm bIIIM iim7 V - Mysterious Tender.mid,4 Progression,Modal,pop,ivm bIIIM iim7 V,Mysterious Tender,Mysterious|Tender,01 - C Major - A minor,1,C Major,A minor,progression|Modal|pop|ivm bIIIM iim7 V|Mysterious Tender
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - ivm bIIIM iim7 V - Mysterious Tender.mid,07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - ivm bIIIM iim7 V - Mysterious Tender.mid,4 Progression,Modal,pop,ivm bIIIM iim7 V,Mysterious Tender,Mysterious|Tender,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|pop|ivm bIIIM iim7 V|Mysterious Tender
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - ivm bIIIM iim7 V - Mysterious Tender.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - ivm bIIIM iim7 V - Mysterious Tender.mid,4 Progression,Modal,pop,ivm bIIIM iim7 V,Mysterious Tender,Mysterious|Tender,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|ivm bIIIM iim7 V|Mysterious Tender
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/pop style/C - ivm im bviim bVIM - Dark.mid,01 - C Major - A minor/4 Progression/Modal/pop style/C - ivm im bviim bVIM - Dark.mid,4 Progression,Modal,pop,ivm im bviim bVIM,Dark,Dark,01 - C Major - A minor,1,C Major,A minor,progression|Modal|pop|ivm im bviim bVIM|Dark
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - ivm im bviim bVIM - Dark.mid,07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - ivm im bviim bVIM - Dark.mid,4 Progression,Modal,pop,ivm im bviim bVIM,Dark,Dark,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|pop|ivm im bviim bVIM|Dark
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - ivm im bviim bVIM - Dark.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - ivm im bviim bVIM - Dark.mid,4 Progression,Modal,pop,ivm im bviim bVIM,Dark,Dark,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|ivm im bviim bVIM|Dark
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/pop style/C - vdim vdim ivm bIIIM - Fearful Mysterious.mid,01 - C Major - A minor/4 Progression/Modal/pop style/C - vdim vdim ivm bIIIM - Fearful Mysterious.mid,4 Progression,Modal,pop,vdim vdim ivm bIIIM,Fearful Mysterious,Fearful|Mysterious,01 - C Major - A minor,1,C Major,A minor,progression|Modal|pop|vdim vdim ivm bIIIM|Fearful Mysterious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - vdim vdim ivm bIIIM - Fearful Mysterious.mid,07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - vdim vdim ivm bIIIM - Fearful Mysterious.mid,4 Progression,Modal,pop,vdim vdim ivm bIIIM,Fearful Mysterious,Fearful|Mysterious,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|pop|vdim vdim ivm bIIIM|Fearful Mysterious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - vdim vdim ivm bIIIM - Fearful Mysterious.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - vdim vdim ivm bIIIM - Fearful Mysterious.mid,4 Progression,Modal,pop,vdim vdim ivm bIIIM,Fearful Mysterious,Fearful|Mysterious,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|vdim vdim ivm bIIIM|Fearful Mysterious
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/pop style/C - vi IV I IIM - Hopeful Peaceful.mid,01 - C Major - A minor/4 Progression/Modal/pop style/C - vi IV I IIM - Hopeful Peaceful.mid,4 Progression,Modal,pop,vi IV I IIM,Hopeful Peaceful,Hopeful|Peaceful,01 - C Major - A minor,1,C Major,A minor,progression|Modal|pop|vi IV I IIM|Hopeful Peaceful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - vi IV I IIM - Hopeful Peaceful.mid,07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - vi IV I IIM - Hopeful Peaceful.mid,4 Progression,Modal,pop,vi IV I IIM,Hopeful Peaceful,Hopeful|Peaceful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|pop|vi IV I IIM|Hopeful Peaceful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - vi IV I IIM - Hopeful Peaceful.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - vi IV I IIM - Hopeful Peaceful.mid,4 Progression,Modal,pop,vi IV I IIM,Hopeful Peaceful,Hopeful|Peaceful,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|vi IV I IIM|Hopeful Peaceful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/pop style/C - vi bVIM bVIIM I - Hopeful Triumphant.mid,01 - C Major - A minor/4 Progression/Modal/pop style/C - vi bVIM bVIIM I - Hopeful Triumphant.mid,4 Progression,Modal,pop,vi bVIM bVIIM I,Hopeful Triumphant,Hopeful|Triumphant,01 - C Major - A minor,1,C Major,A minor,progression|Modal|pop|vi bVIM bVIIM I|Hopeful Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - vi bVIM bVIIM I - Hopeful Triumphant.mid,07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - vi bVIM bVIIM I - Hopeful Triumphant.mid,4 Progression,Modal,pop,vi bVIM bVIIM I,Hopeful Triumphant,Hopeful|Triumphant,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|pop|vi bVIM bVIIM I|Hopeful Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - vi bVIM bVIIM I - Hopeful Triumphant.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - vi bVIM bVIIM I - Hopeful Triumphant.mid,4 Progression,Modal,pop,vi bVIM bVIIM I,Hopeful Triumphant,Hopeful|Triumphant,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|vi bVIM bVIIM I|Hopeful Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/pop style/C - vi viim V vi #IVdim V - Nostalgic Dark.mid,01 - C Major - A minor/4 Progression/Modal/pop style/C - vi viim V vi #IVdim V - Nostalgic Dark.mid,4 Progression,Modal,pop,vi viim V vi #IVdim V,Nostalgic Dark,Nostalgic|Dark,01 - C Major - A minor,1,C Major,A minor,progression|Modal|pop|vi viim V vi #IVdim V|Nostalgic Dark
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - vi viim V vi #IVdim V - Nostalgic Dark.mid,07 - Gb Major - Eb minor/4 Progression/Modal/pop style/Gb - vi viim V vi #IVdim V - Nostalgic Dark.mid,4 Progression,Modal,pop,vi viim V vi #IVdim V,Nostalgic Dark,Nostalgic|Dark,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|pop|vi viim V vi #IVdim V|Nostalgic Dark
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/pop style/B - vi viim V vi #IVdim V - Nostalgic Dark.mid,12 - B Major - G# minor/4 Progression/Modal/pop style/B - vi viim V vi #IVdim V - Nostalgic Dark.mid,4 Progression,Modal,pop,vi viim V vi #IVdim V,Nostalgic Dark,Nostalgic|Dark,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|pop|vi viim V vi #IVdim V|Nostalgic Dark
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/soul style/C - I I7 I9 IV ivm - Romantic Nostalgic.mid,01 - C Major - A minor/4 Progression/Modal/soul style/C - I I7 I9 IV ivm - Romantic Nostalgic.mid,4 Progression,Modal,soul,I I7 I9 IV ivm,Romantic Nostalgic,Romantic|Nostalgic,01 - C Major - A minor,1,C Major,A minor,progression|Modal|soul|I I7 I9 IV ivm|Romantic Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/soul style/Gb - I I7 I9 IV ivm - Romantic Nostalgic.mid,07 - Gb Major - Eb minor/4 Progression/Modal/soul style/Gb - I I7 I9 IV ivm - Romantic Nostalgic.mid,4 Progression,Modal,soul,I I7 I9 IV ivm,Romantic Nostalgic,Romantic|Nostalgic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|soul|I I7 I9 IV ivm|Romantic Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/soul style/B - I I7 I9 IV ivm - Romantic Nostalgic.mid,12 - B Major - G# minor/4 Progression/Modal/soul style/B - I I7 I9 IV ivm - Romantic Nostalgic.mid,4 Progression,Modal,soul,I I7 I9 IV ivm,Romantic Nostalgic,Romantic|Nostalgic,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|soul|I I7 I9 IV ivm|Romantic Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/soul style/C - I I7 Idom7 IV ivm I ivm6 Vdom7 - Relaxed Romantic.mid,01 - C Major - A minor/4 Progression/Modal/soul style/C - I I7 Idom7 IV ivm I ivm6 Vdom7 - Relaxed Romantic.mid,4 Progression,Modal,soul,I I7 Idom7 IV ivm I ivm6 Vdom7,Relaxed Romantic,Relaxed|Romantic,01 - C Major - A minor,1,C Major,A minor,progression|Modal|soul|I I7 Idom7 IV ivm I ivm6 Vdom7|Relaxed Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/soul style/Gb - I I7 Idom7 IV ivm I ivm6 Vdom7 - Relaxed Romantic.mid,07 - Gb Major - Eb minor/4 Progression/Modal/soul style/Gb - I I7 Idom7 IV ivm I ivm6 Vdom7 - Relaxed Romantic.mid,4 Progression,Modal,soul,I I7 Idom7 IV ivm I ivm6 Vdom7,Relaxed Romantic,Relaxed|Romantic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|soul|I I7 Idom7 IV ivm I ivm6 Vdom7|Relaxed Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/soul style/B - I I7 Idom7 IV ivm I ivm6 Vdom7 - Relaxed Romantic.mid,12 - B Major - G# minor/4 Progression/Modal/soul style/B - I I7 Idom7 IV ivm I ivm6 Vdom7 - Relaxed Romantic.mid,4 Progression,Modal,soul,I I7 Idom7 IV ivm I ivm6 Vdom7,Relaxed Romantic,Relaxed|Romantic,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|soul|I I7 Idom7 IV ivm I ivm6 Vdom7|Relaxed Romantic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/soul style/C - I I7 Idom7 IV ivm I - Relaxed Nostalgic.mid,01 - C Major - A minor/4 Progression/Modal/soul style/C - I I7 Idom7 IV ivm I - Relaxed Nostalgic.mid,4 Progression,Modal,soul,I I7 Idom7 IV ivm I,Relaxed Nostalgic,Relaxed|Nostalgic,01 - C Major - A minor,1,C Major,A minor,progression|Modal|soul|I I7 Idom7 IV ivm I|Relaxed Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/soul style/Gb - I I7 Idom7 IV ivm I - Relaxed Nostalgic.mid,07 - Gb Major - Eb minor/4 Progression/Modal/soul style/Gb - I I7 Idom7 IV ivm I - Relaxed Nostalgic.mid,4 Progression,Modal,soul,I I7 Idom7 IV ivm I,Relaxed Nostalgic,Relaxed|Nostalgic,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|soul|I I7 Idom7 IV ivm I|Relaxed Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/soul style/B - I I7 Idom7 IV ivm I - Relaxed Nostalgic.mid,12 - B Major - G# minor/4 Progression/Modal/soul style/B - I I7 Idom7 IV ivm I - Relaxed Nostalgic.mid,4 Progression,Modal,soul,I I7 Idom7 IV ivm I,Relaxed Nostalgic,Relaxed|Nostalgic,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|soul|I I7 Idom7 IV ivm I|Relaxed Nostalgic
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/soul style/C - I IIIM vi V - Joyful Hopeful.mid,01 - C Major - A minor/4 Progression/Modal/soul style/C - I IIIM vi V - Joyful Hopeful.mid,4 Progression,Modal,soul,I IIIM vi V,Joyful Hopeful,Joyful|Hopeful,01 - C Major - A minor,1,C Major,A minor,progression|Modal|soul|I IIIM vi V|Joyful Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/soul style/Gb - I IIIM vi V - Joyful Hopeful.mid,07 - Gb Major - Eb minor/4 Progression/Modal/soul style/Gb - I IIIM vi V - Joyful Hopeful.mid,4 Progression,Modal,soul,I IIIM vi V,Joyful Hopeful,Joyful|Hopeful,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|soul|I IIIM vi V|Joyful Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/soul style/B - I IIIM vi V - Joyful Hopeful.mid,12 - B Major - G# minor/4 Progression/Modal/soul style/B - I IIIM vi V - Joyful Hopeful.mid,4 Progression,Modal,soul,I IIIM vi V,Joyful Hopeful,Joyful|Hopeful,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|soul|I IIIM vi V|Joyful Hopeful
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/soul style/C - I IIM IV I - Joyful Triumphant.mid,01 - C Major - A minor/4 Progression/Modal/soul style/C - I IIM IV I - Joyful Triumphant.mid,4 Progression,Modal,soul,I IIM IV I,Joyful Triumphant,Joyful|Triumphant,01 - C Major - A minor,1,C Major,A minor,progression|Modal|soul|I IIM IV I|Joyful Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/soul style/Gb - I IIM IV I - Joyful Triumphant.mid,07 - Gb Major - Eb minor/4 Progression/Modal/soul style/Gb - I IIM IV I - Joyful Triumphant.mid,4 Progression,Modal,soul,I IIM IV I,Joyful Triumphant,Joyful|Triumphant,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|soul|I IIM IV I|Joyful Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/soul style/B - I IIM IV I - Joyful Triumphant.mid,12 - B Major - G# minor/4 Progression/Modal/soul style/B - I IIM IV I - Joyful Triumphant.mid,4 Progression,Modal,soul,I IIM IV I,Joyful Triumphant,Joyful|Triumphant,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|soul|I IIM IV I|Joyful Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/soul style/C - I IIM iii V6 - Surprised Triumphant.mid,01 - C Major - A minor/4 Progression/Modal/soul style/C - I IIM iii V6 - Surprised Triumphant.mid,4 Progression,Modal,soul,I IIM iii V6,Surprised Triumphant,Surprised|Triumphant,01 - C Major - A minor,1,C Major,A minor,progression|Modal|soul|I IIM iii V6|Surprised Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/07 - Gb Major - Eb minor/4 Progression/Modal/soul style/Gb - I IIM iii V6 - Surprised Triumphant.mid,07 - Gb Major - Eb minor/4 Progression/Modal/soul style/Gb - I IIM iii V6 - Surprised Triumphant.mid,4 Progression,Modal,soul,I IIM iii V6,Surprised Triumphant,Surprised|Triumphant,07 - Gb Major - Eb minor,7,Gb Major,Eb minor,progression|Modal|soul|I IIM iii V6|Surprised Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/12 - B Major - G# minor/4 Progression/Modal/soul style/B - I IIM iii V6 - Surprised Triumphant.mid,12 - B Major - G# minor/4 Progression/Modal/soul style/B - I IIM iii V6 - Surprised Triumphant.mid,4 Progression,Modal,soul,I IIM iii V6,Surprised Triumphant,Surprised|Triumphant,12 - B Major - G# minor,12,B Major,G# minor,progression|Modal|soul|I IIM iii V6|Surprised Triumphant
/Users/ashishbamba/Instrument-Transposition/datasets/inputs/free_midi_subset/01 - C Major - A minor/4 Progression/Modal/soul style/C - I IV V bVIIM - Triumphant Rebellious.mid,01 - C Major - A minor/4 Progression/Modal/soul style/C - I IV V bVIIM - Triumphant Rebellious.mid,4 Progression,Modal,soul,I IV V bVIIM,Triumphant Rebellious,Triumphant|Rebellious,01 - C Major - A minor,1,C Major,A minor,progression|Modal|soul|I IV V bVIIM|Triumphant Rebellious
